;marca;preco
1507;Notebook Msi Creator M16, Intel 13a Geração I7-13700hx, 32GB, SSD 1TB Nvme, Tela 16 Polegadas QHD, RTX A1000, Windows 11 pro, Cinza;R$ 22.631,58
1508;Capa Protetora Hars Anti Impacto, P/ Macbook Air 13.6 Pol. A2681, Azul;R$ 289,00
1509;Capa Hars Fibra De Carbono Macbook Pro 13.3, Pol A2251 A2289 A2338, Cor:transparente;R$ 149,90
1510;Capa Special Séries Macbook Pro 16.2 Polegadas, A2780 - Full Black;R$ 189,90
1511;Capa Special Séries Macbook Pro 13.3 Polegadas, A1706, A1708 - Full Black;R$ 189,90
1512;Notebook Samsung Book Np550, Intel Core I5-1135g7, 8GB, SSD 256GB, Tela 15.6 Full HD, Windows 11 Home, Com Rj45;R$ 4.339,00
1513;Capa para Macbook Pro, Fibra De Carbono, 13.3 Polegadas, A1706 A1708 - Rosa;R$ 149,90
1514;Capa de Glitter Séries para Macbook Pro, 16.2 Pol, A2485 - Transparente;R$ 129,90
1515;Capa Glitter Séries Macbook Pro 13.3 Polegadas, A2159,preta;R$ 129,90
1516;Capa Hars Fibra De Carbono Macbook Pro, 14.2 Pol A2442, Cor:preta;R$ 149,90
1517;Capa Protetora Hars Anti Impacto, P/ Macbook Pro 16.2 Pol. A2780, Preta;R$ 289,00
1518;Capa Protetora Hars Anti Impacto, P/ Macbook Pro 13.3 Pol. A1989, Azul;R$ 289,00
1519;Capa Special Séries Macbook Pro 16.2 Polegadas, A2780 - Cinza;R$ 189,90
1520;Capa Logo Recortado Macbook Pro 13.3 Pol A2338 Cor:azul;R$ 129,90
1521;Capa Logo Recortado Macbook Pro 13.3 Pol A1706 A1708 Cor:rosa;R$ 129,90
1522;Capa Logo Recortado Macbook Pro 14.2 Pol A2442 Cor:preta;R$ 129,90
1523;Capa Hars Crystal Transparente Séries Macbook Air 13.6 Pol, A2681, Cor:azul Escuro;R$ 129,90
1524;Capa Hars Crystal Transparente Séries Macbook Pro, 16.2 Pol, A2485, Cor:preta;R$ 129,90
1525;Capa Logo Recortado Macbook Pro 14.2 Pol A2442 Cor:transparente;R$ 129,90
1526;Notebook Samsung Galaxy Book2 Pro, Intel 12ª Geração I7-1260p, 32GB, Arc A370m, SSD 1TB Nvme, Tela 15 Polegadas;R$ 15.263,16
1527;Capa Logo Recortado Macbook Pro 13.3 Pol A1706 A1708 Cor:transparente;R$ 129,90
1528;Capa Protetora Hars Anti Impacto, P/ Macbook Pro 13.3 Pol. A2159, Preta;R$ 289,00
1529;Notebook Gamer Predator Triton 300 Intel Core I7, RAM 16GB, RTX 3060, SSD 1TB, 14 Polegadas - Windows 11 Home;R$ 19.999,00
1530;"Notebook Asus VivoBook Intel Celeron Dual-Core, 4GB, 500GB, 15.6"" LED, Windows 10 - X543NA-GQ342T";R$ 2.324,07
1531;Capa Crystal Transparente Séries Macbook Air 13.6 Pol A2681 - Preta;R$ 129,90
1532;Bateria Flex Fx-50u Universal Para Telefone, Sem Fio, 300mah 3.6v;R$ 11,88
1533;Notebook Asus VivoBook Intel Core i7 16GB;R$ 5.022,00
1534;Notebook Vaio Fe15 Intel Core I7-1165g7, 8GB RAM, SSD 512GB, 15.6 Full HD,  Linux  - Cinza Grafite;R$ 3.813,00
1535;Capa Crystal Transparente Séries Macbook Pro 13.3 Pol A1989 - Transparente;R$ 129,90
1536;Capa Crystal Hars Transparente Séries, Macbook Pro 13.3 Pol. A2251, A2289, A2338, Transparente;R$ 129,90
1537;Notebooks Asus Zenbook 14 Flip Oled, Intel, 13ª Geração,1360p Iris Xe, Tela 14Polegadas,Qhd, SSD 1TB, Nvme, RAM 16GB;R$ 15.263,16
1538;Teclado P/ Notebook Asus Zenbook Q325 - Iluminado - Us;R$ 399,00
1539;Teclado P/ Notebook Asus Vivobook V550c - Us;R$ 189,00
1540;Teclado P/  Notebook Dell Inspiron 15-7558 7568 Us Iluminado;R$ 229,00
1541;Teclado P/ Notebook Hp Pavilion 14-v  Padrão Br;R$ 125,00
1542;Teclado P/ Notebook Hp Pavilion Dv6-7000 - Padrão Br;R$ 135,00
1543;Teclado P/ Notebook Hp Pavilion G4 2000 - Padrão Br -  Branco;R$ 125,00
1544;Teclado P/ Notebook Asus Zenbook Q325 - Iluminado - Us;R$ 399,00
1545;Teclado P/ Notebook Asus Vivobook V550c - Us;R$ 189,00
1546;"Notebook Ultra, Tela 14"", Intel I3 7020U, 4GB, SSD 500GB, Windows 10 - Prata";R$ 2.796,49
1547;Notebook Intel Core I5, Tela 15.6” Full HD Ips, 4GB, 480 SSD E Windows 10 - Everex;R$ 2.924,05
1548;Notebook Intel Core I5, Tela 15.6” Full HD Ips, 8GB, 240 SSD E Windows 10 - Everex;R$ 2.907,73
1549;Notebook Dell, Inspiron I15-i1100 - Tela 15.6, Intel I7 1165g7, 16GB, SSD 256GB, Linux - Preto;R$ 6.306,99
1550;Notebook Lenovo Ideapad, Ryzen 5 5500u, 12gb, Ssd 256gb, HD 1TB, Tela 15.6 Full Hd, Linux;R$ 4.581,49
1551;"Notebook Lenovo Ultrafino Ideapad 3 Ryzen 7 5700u 8gb Ram Ssd 256gb Windows 11 Tela 15.6"" Prata - 82mf0004br";R$ 4.025,08
1552;Notebook Dell Intel I5 1135G7, Memória RAM 16GB, SSD 256GB, Tela 15.6'' Full HD, Intel Iris Xe, Windows 11 - L15-L1100;R$ 4.972,49
1553;Notebook Lenovo, Thinkpad T14, I5-1145g7, 16GB, 512GB, SSD W11, Home 14'' FHD, 20w100e1bo - Preto;R$ 7.599,00
1554;"Notebook Dell, Intel Core i3 1115g4, 4GB RAM, SSD 128GB, Tela 15.6"" Full HD, Windows 11 - I15-i1100";R$ 3.884,49
1555;"Notebook Gamer Acer, Intel Core i7, 32GB RAM, SSD 512GB, Nvidia GeForce GTX 1650, Tela 17.3"" Ips 144hz , Windows 10 - An517-54-79wa";R$ 8.729,49
1556;Notebook Lenovo Ideapad 3I Intel Core i7-1165g7, Ram 12GB, SSD 256GB NVMe, 15.6 polegadas Full HD, Windows 10 Professional, Prata - 82mds00400;R$ 5.626,99
1557;Notebook Positivo Motion Gray C4500g-15  Intel® Celeron® Dual Core Windows 11 Home 15.6'' - Cinza;R$ 1.899,00
1558;Carregador Para Notebook Acer -turbo Tank 4.0 65w- Gshield;R$ 333,47
1559;Notebook Acer Aspire 3 Intel I5 1135g7, 20GB RAM, SDD 256GB, 15,6 Polegadas Full HD, Windows 11, Prata;R$ 5.337,99
1560;Carregador Gorila Shield Para Notebook, Turbo Tank 4.0, Compatível com Compaq;R$ 333,47
1561;Notebook Samsung Book - I3 1115g4, RAM 12GB, SSD 256GB, Intel Graphics Xe, Win 11 - Np550xda-kv3br;R$ 3.969,49
1562;"Notebook Lenovo Ideapad 3i I5-10210u 8gb 256gb Ssd W11 15.6"" Prata";R$ 4.791,00
1563;Notebook Asus Intel I7 1165g7, 32GB RAM, SSD 1TB, 15.6 Polegada LED, Intel Iris Xe, Windows 11;R$ 7.726,49
1564;Cabo Vga (HDb15 M X Hdb15 M) - 30 Metros - Com Filtro;R$ 173,39
1565;Fonte De Notebook Asus Kp-519a 19v 2.1a;R$ 78,85
1566;Capa Gshield Executiva Guardian, Para Notebook Lenovo;R$ 206,97
1567;Capa Para Notebook Gshield Lg Até 13.3'', Smart Armor;R$ 172,47
1568;Capa Para Notebook Gshield Samsung Até 17.3'', Smart Armor;R$ 218,47
1569;Capa Para Notebook Gshield Multi Até 17.3'', Smart Armor;R$ 218,47
1570;Capa Gshield Executiva Guardian, Para Notebook Lg;R$ 206,97
1571;Capa Gshield Executiva Guardian, Para Notebook Compaq;R$ 206,97
1572;Capa Para Notebook Gshield Samsung Até 13.3'', Smart Armor;R$ 172,47
1573;Capa Gshield  Smart Armor, Para Notebook Lenovo Até 13.3;R$ 172,47
1574;Notebook Avell A52 Mob I5-11400h 16GB Rtx 3050, 500GB, 15,6 Polegadas;R$ 6.399,90
1575;Acessório para Thinkpad Lenovo Basic Docking Station, 65w - T440 T440p X24;R$ 810,65
1576;Fonte Carregador P/ Cce Iron 535b 535p 545l 545b 787p R4 P8 - 110v/220v (bivolt);R$ 76,77
1577;Fonte Carregador P/ Lenovo Ideapad 3-15iml05 Laptop 20v Le07, 110v/220v;R$ 115,80
1578;Fonte Carregador Para Hp 625 Notebook 18,5v 3.5a 65w Mm 712 - Bivolt;R$ 78,90
1579;Fonte Carregador Para Hp Stream 11-d007na Note 19,5v 4.5×3.0 761 - Bivolt;R$ 102,00
1580;Fonte Carregador Para Hp 14-r050br 19.5v 3.33a 761 - Voltagem De Entrada;R$ 102,00
1581;Fonte Carregador Para Acer Aspire E5-553 19v 3.42a 65w 479, Voltagem De Entrada;R$ 78,99
1582;Fonte Carregador P/ Acer Travelmate 8000 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1583;Fonte Carregador Para Acer // Gateway 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1584;Fonte Carregador P/ Acer Aspire E5-551 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1585;Fonte Carregador Para Acer Aspire Es15 Es1-332 19v 65w 479 - Voltagem De Entrada;R$ 78,99
1586;Fonte Carregador P/ Acer Aspire Es15723562 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1587;Fonte Carregador Acer Aspire E5-573-347g 19v 3.42a 65w By06 479 - Voltagem De Entrada;R$ 78,99
1588;Fonte Carregador P/ Acer Aspire V3 V3-771 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1589;Fonte Carregador Para Acer F5-573g-72yv 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1590;Fonte Carregador Para Acer Aspire R3-131t 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1591;Fonte Carregador Para Acer Aspire 4349 19v 3,42a 65w 479 - Voltagem De Entrada;R$ 78,99
1592;Fonte Carregador Acer Aspire 3000 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1593;Fonte Carregador Para Dell Inspiron 11 3000 (3147) 19.5v Mm 823 - Voltagem De Entrada;R$ 98,89
1594;Fonte Carregador Par Dell Inspiron 13 7000 P57g001 19,5v Mm 823 - Voltagem De Entrada;R$ 98,89
1595;Fonte Carregador Para Dell Inspiron 14 3000 3451 19.5v Mm 823 - Voltagem De Entrada;R$ 98,89
1596;Fonte Carregador Para Dell Inspiron 14 5000 (5452) 19,5v 823 - Voltagem De Entrada;R$ 98,89
1597;Fonte Carregador Para Inspiron 15-3558 19.5v 3.34a 65w 823 - Voltagem De Entrada;R$ 98,89
1598;Fonte Carregador Para Dell Inspiron 13 7368 7375 P69g 823 - 110v/220v (bivolt);R$ 98,89
1599;Fonte Carregador P/ Inspiron 14 5458-b10 5000 19.5v 823 - Voltagem De Entrada;R$ 98,89
1600;Fonte Carregador P/ Lenovo Ideapad 3-15iml05 Laptop 20v Le07, 110v/220v;R$ 115,80
1601;Fonte Carregador Compativel Com Lg Xnote Z360 Zd360 13.3 19v 2.05a 643;R$ 96,00
1602;Fonte Carregador Compativel Com Ultrabook Lg U480 U46 19v 40w 643 - Fonte Carregador Compativel Com Ultrabook Lg U480 U46 19v 40w 643;R$ 96,00
1603;Fonte Carregador Compativel Com Ultrabook Xnote Lg Z460 19v 2.1a 40w 643 - Fonte Carregador Compativel Com Ultrabook Xnote Lg Z460 19v 2.1a 40w 643;R$ 96,00
1604;Fonte Carregador Para Hp Stream 11-d007na Note 19,5v 4.5×3.0 761 - Bivolt;R$ 102,00
1605;Fonte Carregador Para Hp 14-r050br 19.5v 3.33a 761 - Voltagem De Entrada;R$ 102,00
1606;Fonte Carregador Acer Aspire 3000 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1607;Fonte Carregador Para Hp 625 Notebook 18,5v 3.5a 65w Mm 712 - Bivolt;R$ 78,90
1608;Fonte Externa Para Monitor Tv Lg 49lf5100, 19v, 3.42a, 65w, 644;R$ 75,05
1609;Fonte Carregador Para Positivo Sim+ 19v 3.42a 65w P8, 110v/220v (bivolt);R$ 76,77
1610;Fonte Carregador Para Positivo Aureum 3000 3500 4100 4200 P8 - 110v/220v (bivolt);R$ 76,77
1611;Fonte Carregador 19v Para Lenovo Ideapad Y430-2781-74u P8 - 110v/220v (bivolt);R$ 76,77
1612;Fonte Carregador P/ Hp Compac Cq20 Cq40 18.5v 3.5a 65w 713 - Voltagem De Entrada;R$ 96,00
1613;Fonte Carregador Para Asus Vivobook S451 19v 3.42a 65w P8 - Preto - 110v/220v (bivolt);R$ 76,77
1614;Fonte Carregador Para Hp Compaq Presario Cq40-737 18.5v 713 - Voltagem De Entrada;R$ 76,77
1615;Fonte Carregador Para Hp Pavilion Dm1 3255 18.5v 3,5a Agulha Mm 713 - Voltagem De Entrada;R$ 96,00
1616;Fonte Carregador 19v 3.42a 65w Para Positivo Unique N3955 P8 - Voltagem De Entrada;R$ 76,77
1617;Fonte Carregador Para Evolute Sfx-15 19v 3.42a 65w Plug P8 - Voltagem De Entrada;R$ 76,77
1618;Fonte Carregador Para Toshiba Satellite L20 19v 3.42a 65w Plug P8 - Voltagem De Entrada;R$ 76,77
1619;Fonte Carregador Para Notebook Cce Win Bps 19v 3.42a - 65w P8 - Voltagem De Entrada;R$ 76,77
1620;Fonte Carregador P/ Toshiba Portege Z30-a 19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
1621;Fonte Carregador Para Positivo Sim 1471 1473 1530 1630 2047 P8 - Voltagem De Entrada;R$ 76,77
1622;Fonte Carregador Para Megaware Black 19v 3.42a 65w Plug P8 - Voltagem De Entrada;R$ 76,77
1623;Fonte Carregador Para Asus Vivobook S451c 19v 3.42a 394 - Voltagem De Entrada;R$ 76,77
1624;Fonte Carregador Para Toshiba Satellite L655 C655 L755 394 - Voltagem De Entrada;R$ 76,77
1625;Fonte P/ All In One Hp Compac Cq1-1325br 19v 3.42a 65w 394 - Voltagem De Entrada;R$ 76,77
1626;Fonte Carregador Para Cce Acteon Act-n707 19v 3.42a 65w 394 - Voltagem De Entrada;R$ 76,77
1627;Fonte Carregador Para Positivo Tv S2090 19v 3.42a 65w 394 - Voltagem De Entrada;R$ 76,77
1628;Fonte Carregador Para Ultrabook Asus S405ca 19v 3.42a 65w 394 - Voltagem De Entrada;R$ 76,77
1629;Fonte Carregador P/ Positivo Unique S2510 19v 3.42a 65w 394 - Voltagem De Entrada;R$ 76,77
1630;Fonte Carregador Para Hp Compac G42 18.5v 3.5a 65w 713 - Voltagem De Entrada;R$ 96,00
1631;Fonte Carregador Para Hp Compaq Nx6400 18.5v 3.5a 65W 713 - Voltagem De Entrada;R$ 96,00
1632;Fonte Carregador Para Asus Q501la X501la X551ca X750la 394 - Voltagem De Entrada;R$ 76,77
1633;Fonte Carregador Para Sti Is1412 Is1413 Is1462 Is1522 As1528 19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
1634;Fonte Carregador Para Asus Vivobook  S550c 19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
1635;Fonte Carregador Para Itautec Infoway W7645 19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
1636;Fonte Carregador Para Semp Toshiba Sti Is 1423 19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
1637;Fonte Carregador Para Semp Toshiba Sti Is 1414 19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
1638;Fonte Carregador Para Amazon Pc Amz A601 19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
1639;Fonte Carregador 19v 3.42a 65w Para Positivo Mobile V55  P8 - Voltagem De Entrada;R$ 76,77
1640;Fonte Carregador Para Positivo Premium P210s 19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
1641;Fonte Carregador Para Positivo Premium S6040 19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
1642;Fonte Carregador P/ Hp Compac Dv4-2014br 18,5v 3.5a 65w 713 - Voltagem De Entrada;R$ 96,00
1643;Fonte Carregador Para Positivo Unique S1990 19v 3.42a 394 - 110v/220v (bivolt);R$ 76,77
1644;Fonte Carregador Para Hp Compaq Presario Cq43 112br 713 - Voltagem De Entrada;R$ 96,00
1645;Fonte Carregador Para H-buster Hbnb1401 19v 3.42a 65w 394, Preto, 110v/220v (bivolt);R$ 76,77
1646;Fonte Carregador Para Hp Compac Nx6320 Nx6325 Nx7300 65w 713 - Preto - 110v/220v (bivolt);R$ 96,00
1647;Fonte Carregador Para Hp Elitebook 6930p 18,5v 3.5a 65w 713 - Preto - 110v/220v (bivolt);R$ 96,00
1648;Fonte Para Hp Compaq 2230s Notebook Pc 713 - Preto - 110v/220v (bivolt);R$ 96,00
1649;Notebook Lenovo Ideapad Gaming 3i, I7 12650h, 16GB, SSD 1TB, RTX 3050, Windows 11 - 82uj0002br;R$ 11.409,99
1650;Notebook Samsung Book,  I7 1165g7, 16GB, SSD 256GB, Geforce Mx450, Windows 11 - Cinza;R$ 6.749,99
1651;Notebook Lenovo Ideapad Gaming 3i, I7 12650h, 32GB, SSD 1TB, RTX 3050, Windows 11 - 82uj0002br;R$ 13.689,99
1652;Fonte Carregador Para Asus Zenbook Ux21e-dh52 19v 2.1a 646 - Voltagem De Entrada;R$ 69,90
1653;Fonte Carregador Para Asus Eee Pc 1015pem  19v 2.1a 40w 608 - Voltagem De Entrada;R$ 72,72
1654;Fonte Carregador Para Asus Roteador Rt-n56u, Rt-ac66u, 19v, 608 - Voltagem De Entrada;R$ 72,72
1655;Fonte Compativel Com Lg 15u340-lt1fk 19v 2.37a 45w By44;R$ 78,90
1656;Fonte Carregador P/ Asus Ux31e 19v 2.37a 45w Pa-1650-80 By44 - 110v/220v bivolt;R$ 78,90
1657;Fonte Carregador Para Asus Eee Pc 1005px 19v 2.1a 45w 608 - Voltagem De Entrada;R$ 72,72
1658;Fonte Carregador P/ Positivo Master N10i 19v 3,42a 65w 394;R$ 76,77
1659;Fonte Carregador Para Acer Aspire Es1-431 N15q5 - 19v 479 - Voltagem De Entrada;R$ 78,99
1660;Notebook Vaio Fe15 15.6 Fhd I5-1135g7, 8GB, SSD 256GB, Linux, Debian 10, Cinza - Vjfe55f11x-b0521h;R$ 3.329,00
1661;Fonte Carregador Para Hp Pavilion Dv6-2118br 18.5v 3.5a 65w 713 - Voltagem De Entrada;R$ 96,00
1662;Fonte Carregador P/ Positivo Premium Xs7205 19v 2.1a 40w 846;R$ 78,90
1663;Fonte Carregador Para Hp Pavilion 15-f272wm 19,5v 3,33a 761 - Preto - 110v/220v (bivolt);R$ 102,00
1664;Fonte Carregador Ultra Samsung, 19v 2.1a 646,bivolt - NP900X3d-AD1BR;R$ 69,90
1665;Notebook Acer Apire 5 A514-54-56lf, Intel I5 1135g7, RAM 20GB, SSD 256GB, 14 Poleadas Full HD, Gold - Windows 10 Pro;R$ 5.849,99
1666;Fonte Carregador Para Acer Aspire Q5wph 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1667;Notebook Lenovo Ideapad 1i I5-1235u, Intel Iris® Xe, 8GB, 512GB SSD, Windows 11, 14 Polegadas, 83af0001br, Abyss Blue;R$ 3.599,00
1668;Fonte Carregador Para Ultrabook Lg 15u34 19v 2.1a 40w 646 - 110v/220v (bivolt);R$ 69,90
1669;Fonte Carregador Compativel Com Samsung / Lg 15u340 19v 2.1a 40w 646 - Fonte Carregador Compativel Com Samsung / Lg 15u340 19v 2.1a 40w 646;R$ 69,90
1670;Fonte Carregador Para Acer Aspire 5330 19v 3.42a 65w 479 - Preto - 110v/220v (bivolt);R$ 78,99
1671;Fonte Carregador Compativel Com Samsung Rv411-ad3b Np305 E 300  19v 3.16a 500;R$ 78,99
1672;Fonte Carregador Compativel Com Samsung  Nc215 Rf511 Rv411  19v 3.16a 65w 500;R$ 78,99
1673;Fonte Carregador Samsung 19v 3.16a 65w By15 - 110v / 220v bivolt;R$ 78,99
1674;Fonte REPLACEMENT Carregador Compativel Com Samsung Np370e4k-kd3br 19v 3.16a 500;R$ 78,99
1675;Fonte Carregador Compativel Com Samsung Np300e5a 19v 3.16a 555 - Fonte Carregador Compativel Com Samsung Np300e5a 19v 3.16a 555;R$ 78,99
1676;Fonte Carregador Compativel Com Notebook Samsung Nt-sf410 19v 3.16a 65w 500;R$ 78,99
1677;Fonte Carregador Samsung Ativ Book 2 Np270 19v 3.16 60w By15;R$ 78,99
1678;Fonte REPLACEMENT Carregador Compativel Com Samsung Np370e5k-kd3br 19v 60w 500;R$ 78,99
1679;Fonte Carregador Samsung Np-r430-jad2br 19v 3.16a 65w By15;R$ 78,99
1680;Fonte Carregador Samsung Np270 19v 3.16a 65w By15 - 110v / 220v bivolt;R$ 78,99
1681;Fonte Carregador Compativel Com Samsung Np-rv-415-cd1br 19v 60w 555 - Fonte Carregador Compativel Com Samsung Np-rv-415-cd1br 19v 60w 555;R$ 78,99
1682;Fonte Carregador Compativel Com Samsung R430 Rv440 19v 3.16a 65w Mm 555 - Fonte Carregador Compativel Com Samsung R430 Rv440 19v 3.16a 65w Mm 555;R$ 78,99
1683;Fonte Carregador Para Positivo Premium Xs7210 19v 2.1a 846;R$ 78,90
1684;Fonte Carregador Para Inspiron 15-3558 19.5v 3.34a 65w 823 - Voltagem De Entrada;R$ 98,89
1685;Fonte Carregador Para Dell Inspiron 13 7368 7375 P69g 823 - 110v/220v (bivolt);R$ 98,89
1686;Fonte Carregador P/ Inspiron 14 5458-b10 5000 19.5v 823 - Voltagem De Entrada;R$ 98,89
1687;Fonte Carregador P/ Cce Iron 535b 535p 545l 545b 787p R4 P8 - 110v/220v (bivolt);R$ 76,77
1688;Notebook Lenovo Ideapad Gaming 3, AMD Ryzen 7, 32GB, SSD 1tb, Geforce Rtx 3060, Windows 11;R$ 13.119,99
1689;Notebook Lenovo Ideapad Gaming 3, AMD Ryzen 7, 32GB, SSD 2tb, Geforce Rtx 3060, Windows 11;R$ 13.829,99
1690;Fonte Carregador Para Hp 15-f039 Tpn-q129 19.5v 3.33a 761 - Voltagem De Entrada;R$ 102,00
1691;Fonte Carregador Para Asus Zenbook Pro Ux580 19,5v 3.33a 761 - 110v/220v;R$ 102,00
1692;Fonte Carregador Para Hp 15-f039wm Tpn-q129 19,5v 3,33a  761 - Bivolt;R$ 102,00
1693;Fonte Carregador Para Hp 240-g2 19.5v 3.33a 65w 761 - Voltagem De Entrada;R$ 102,00
1694;Fonte Carregador Para Hp 250 G4 19.5v 3.33a 65w 761 - Voltagem De Entrada;R$ 102,00
1695;Fonte Carregador Para Hp Pavilion X360 M3-u103dx 19.5v 761 - Voltagem De Entrada;R$ 102,00
1696;Fonte Carregador Para Hp Pavilion 17-ar007ca 17-ar050wm 761 - 110v/220v (bivolt);R$ 102,00
1697;Fonte Carregador Para Sony Vaio Vgn-x11 Serie 10.5v 45w 687;R$ 101,10
1698;Fonte P/ Sony Vaio 10.5v 4.3a Vgp-ac10v10 Duo 10 11 13 Serie 687;R$ 101,10
1699;Fonte Carregador Para Sony Vaio  Vgp-ac10v10  10.5v 45w 687;R$ 101,10
1700;Fonte Carregador Para Rmn Tpn-c129 19,5v 3.33a 65w 761 - Bivolt;R$ 102,00
1701;Fonte Carregador Compativel Com Samsung 340x Np340xaa-kwabr 40w 646 - Fonte Carregador Compativel Com Samsung 340x Np340xaa-kwabr 40w 646;R$ 69,90
1702;Fonte Carregador Compatível Com Samsung Ultrabook 5 Np530u3b 19v 646;R$ 69,90
1703;Fonte Carregador Compativel Com 2x1 Tablet / Pc Lg 11t540 Lg11t54 646;R$ 69,90
1704;Fonte Carregador Para Hp Pavilion Series G G60 18,5v 713 - Preto - 110v/220v (bivolt);R$ 96,00
1705;Fonte Carregador Para Notebook Asus K46 19v 3.42a 65w 394 - Voltagem De Entrada;R$ 76,77
1706;Fonte Carregador Compativel Com Lg 15u340 19v 2.1a U340 646 - Fonte Carregador Compativel Com Lg 15u340 19v 2.1a U340 646;R$ 69,90
1707;Fonte Carregador P/lenovo Ideapad S540-15iwl, Laptop 20v Le07 - 110v/220v bivolt;R$ 115,80
1708;Fonte Carregador Para Hp Pavilion X360 13 Series 19,5v 2.31a 671;R$ 106,20
1709;Fonte Carregador P/lenovo Ideapad C340-14iwl, Laptop 20v Le07 - 110v/220v bivolt;R$ 115,80
1710;Fonte Carregador Notebook Para Cce Win E Ncv 19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
1711;Fonte Carregador 19v 3.42a 65w Para Positivo Sim 2086 2600 2620 2664 2665 P8 - Voltagem De Entrada;R$ 76,77
1712;Fonte Carregador Para Asus X44c K43e K43u A43e X54 X53 X52 19v 3.42a 65w Plug P8 - Voltagem De Entrada;R$ 76,77
1713;Fonte Carregador Para Dell Inspiron 11 3000 (3147) 19.5v Mm 823 - Voltagem De Entrada;R$ 98,89
1714;Fonte Carregador Par Dell Inspiron 13 7000 P57g001 19,5v Mm 823 - Voltagem De Entrada;R$ 98,89
1715;Fonte Carregador Para Dell Inspiron 14 3000 3451 19.5v Mm 823 - Voltagem De Entrada;R$ 98,89
1716;Fonte Carregador Para Dell Inspiron 14 5000 (5452) 19,5v 823 - Voltagem De Entrada;R$ 98,89
1717;Fonte Carregador Para Asus Epc Ul50 Series, 19v, 2.1a, 40w - 815;R$ 78,90
1718;Notebook Samsung Book - I3 1115g4, RAM 8GB, SSD 256GB, Intel Graphics Xe, Win 11 - Np550xda-kv3br;R$ 3.688,99
1719;Notebook Lenovo, Intel Core I7 1255u, 8GB, 256GB SSD, Tela De 15,6 Polegadas,  Ideapad Flex 5i, Storm Grey - 82TA0001BR;R$ 5.505,90
1720;Fonte Carregador Elgin Universal Para Notebook Samsung, 90w, Bivolt Automático;R$ 186,99
1721;Notebook VAIO® FE15 Intel Core i7, Linux, 8GB, 256GB SSD, HD - Prata;R$ 4.160,05
1722;Notebook Lenovo Yoga 9 2 Em 1, Intel Iris Xe I7-1360p, RAM 16GB, SSD 512GB, 14 Polegadas, Windows 11 -  83b10040br;R$ 12.799,00
1723;Notebook Lenovo V15 Core I5-1135g7, 8GB, 256GB SSD, Tela 15.6 Polegadas Full HD, Windows 11, Preto - 82me000kbr;R$ 3.999,00
1724;Notebook Gamer Acer, I7, 16GB, SSD 512GB, Gtx 1650, Tela 15.6 Polegadas,Ips 144hz, Windows 11 - AN515-57-740K;R$ 8.839,99
1725;Notebook Gamer Acer Nitro 5,15.6 Polegadas,FULL HD, 144hz I5-12450h, SSD 512GB, 8GB Rtx 3050, 4GB, W11 Home, Preto - AN515-58-54UH;R$ 7.899,00
1726;Notebook Gamer Legion 5i I7-12700h, 16GB, 512GB, SSD Rtx3060 W11 15.6 Polegadas- 82TB0000BR + Mochila Gamer;R$ 10.798,00
1727;PC Gamer Fácil Completo, AMD Ryzen 5 5600g 3.9ghz, 8GB DDR4, GTX 1650 4GB, SSD 960GB, Monitor 19 Polegadas, Kit;R$ 4.300,15
1728;PC Gamer Completo Fácil AMD Ryzen 5 5600G 3.9GHz, 8GB DDR4, RTX 3050 8GB, 1TB, Windows 10 + Monitor 19 Pol. + Kit Gamer;R$ 5.685,65
1729;Pc Gamer Completo Fácil AMD Ryzen 5 5600G 3.9GHz, 8GB DDR4, GTX 1650 4GB, SSD 240GB, Windows 10 + Monitor 19 + Kit Gamer;R$ 4.011,15
1730;PC Gamer Completo Fácil AMD Ryzen 5 5600g 3.9ghz, 8GB DDR4, GTx 1050ti 4GB, SSD 960GB,  Windows 10, Preto + Monitor 19 Polegadas + Kit;R$ 4.300,15
1731;"Notebook Acer Swift 5 Sf514-56t-50wl, Intel Core I5 12ª Gen, Windows 11 Home 16GB, 512 SSD, 14"", Touch";R$ 10.999,00
